sex	age	birthplace	shoesize	smoking	 avgrade	bafög	applynumb	acceptnumb	laptop	car	glasses	 sleep	religion	job	unieval	  cityeval	rent	abroadbefore	master	exchange	faith	brothsis	friend	animal	micromacro	work	tv	party	parentseducat	parentsstudy	parentsphd	hairdresser	travel	height	weight	cooking	 profession meat	statistics	macburger	studyfine	newspaper	information	soccommit	econconcept						
0,0	20,0	3,0	46,0	1,0	1,3	0,0	5,0	5,0	1,0	1,0	0,0	7,0	1,0	1,0	2,0	3,0	230,0	0,0	1,0	2,0	1,0	2,0	0,0	1,0	2,0	4,0	10,0	2,0	3,0	1,0	0,0	4,0	1,0	186,0	80,0	2,0	0,0	1,0	0,0	3,0	0,0	3,0	4,0	0,0	1,0						
1,0	20,0	1,0	41,0	1,0	1,0	0,0	3,0	2,0	1,0	0,0	0,0	7,5	2,0	0,0	2,0	2,0	290,0	0,0	2,0	2,0	0,0	3,0	1,0	1,0	2,0	5,0	1,0	5,0	3,0	1,0	0,0	1,0	1,0	179,0	70,0	3,0	0,0	1,0	0,0	4,0	0,0	2,0	1,0	1,0	-1,0						
0,0	22,0	3,0	47,0	0,0	2,1	0,0	8,0	8,0	1,0	1,0	0,0	10,0	1,0	0,0	2,0	4,0	260,0	0,0	2,0	1,0	-2,0	1,0	0,0	1,0	3,0	4,0	8,0	5,0	3,0	1,0	0,0	4,0	2,0	197,0	83,0	3,0	0,0	1,0	0,0	1,0	0,0	3,0	4,0	0,0	1,0						
0,0	20,0	3,0	45,0	0,0	1,1	0,0	7,0	7,0	1,0	0,0	0,0	7,0	1,0	0,0	2,0	3,0	350,0	0,0	2,0	2,0	1,0	0,0	1,0	1,0	1,0	20,0	5,0	3,0	3,0	1,0	1,0	10,0	3,0	182,0	74,0	5,0	0,0	1,0	0,0	3,0	1,0	7,0	1,0	1,0	1,0						
0,0	21,0	1,0	43,0	1,0	1,5	0,0	5,0	4,0	1,0	1,0	0,0	7,0	1,0	0,0	2,0	3,0	220,0	0,0	0,0	-1,0	-2,0	0,0	1,0	0,0	2,0	10,0	5,0	2,0	2,0	0,0	0,0	6,0	2,0	176,0	72,0	2,0	0,0	1,0	0,0	2,0	1,0	2,0	4,0	1,0	1,0						
0,0	20,0	1,0	44,0	0,0	1,9	0,0	4,0	4,0	0,0	0,0	0,0	8,5	1,0	0,0	2,0	2,0	300,0	0,0	0,0	0,0	1,0	1,0	1,0	1,0	3,0	5,0	15,0	1,0	1,0	0,0	0,0	5,0	1,0	183,0	78,0	3,0	0,0	1,0	0,0	2,0	0,0	1,0	2,0	1,0	1,0						
1,0	19,0	4,0	39,0	0,0	1,6	0,0	2,0	2,0	1,0	1,0	1,0	7,5	2,0	0,0	2,0	2,0	290,0	0,0	1,0	1,0	2,0	1,0	0,0	1,0	2,0	15,0	7,0	1,0	3,0	1,0	1,0	6,0	1,0	168,0	75,0	2,0	0,0	1,0	0,0	1,0	1,0	3,0	2,0	0,0	1,0						
0,0	21,0	2,0	46,0	0,0	1,4	0,0	3,0	3,0	1,0	0,0	1,0	8,0	2,0	2,0	2,0	2,0	315,0	0,0	1,0	1,0	0,0	1,0	0,0	NA	2,0	NA	NA	NA	1,0	0,0	0,0	8,0	0,0	186,0	76,0	2,0	0,0	1,0	1,0	3,0	1,0	2,0	4,0	1,0	1,0						
1,0	19,0	3,0	40,0	0,0	2,0	0,0	6,0	5,0	1,0	1,0	1,0	7,0	1,0	0,0	1,0	2,0	340,0	0,0	2,0	2,0	2,0	2,0	0,0	1,0	2,0	5,0	10,0	1,0	3,0	1,0	0,0	4,0	2,0	167,0	NA	2,0	0,0	1,0	0,0	1,0	1,0	3,0	4,0	1,0	1,0						
1,0	21,0	5,0	39,0	0,0	1,9	0,0	7,0	7,0	1,0	0,0	1,0	6,5	5,0	0,0	2,0	4,0	225,0	1,0	2,0	0,0	0,0	1,0	0,0	0,0	2,0	20,0	4,0	2,0	3,0	1,0	0,0	2,0	1,0	170,0	60,0	1,0	0,0	1,0	1,0	1,0	1,0	3,0	2,0	0,0	1,0						
0,0	20,0	2,0	NA	0,0	NA	0,0	5,0	3,0	1,0	0,0	1,0	9,0	5,0	0,0	4,0	3,0	450,0	1,0	2,0	2,0	1,0	3,0	0,0	NA	2,0	30,0	0,0	4,0	3,0	1,0	1,0	8,0	3,0	190,0	95,0	3,0	0,0	1,0	0,0	1,0	0,0	8,0	4,0	1,0	-1,0						
1,0	20,0	7,0	40,0	0,0	1,9	0,0	20,0	19,0	1,0	0,0	0,0	8,0	1,0	0,0	2,0	3,0	270,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	2,0	5,0	0,0	NA	1,0	0,0	0,0	10,0	0,0	175,0	69,0	3,0	0,0	1,0	0,0	4,0	2,0	2,0	1,0	1,0	1,0						
1,0	21,0	3,0	37,0	0,0	1,2	0,0	2,0	2,0	1,0	0,0	1,0	8,0	1,0	0,0	2,0	3,0	235,0	0,0	2,0	1,0	1,0	1,0	1,0	1,0	2,0	NA	3,0	NA	3,0	1,0	0,0	4,0	1,0	158,0	52,0	3,0	0,0	1,0	0,0	3,0	1,0	2,0	2,0	1,0	1,0						
1,0	21,0	3,0	37,0	0,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	7,0	1,0	0,0	2,0	2,0	285,0	1,0	1,0	-1,0	2,0	3,0	0,0	0,0	3,0	NA	NA	3,0	2,0	0,0	0,0	3,0	NA	158,0	53,0	3,0	0,0	1,0	1,0	3,0	2,0	9,0	2,0	0,0	1,0						
1,0	20,0	1,0	39,0	0,0	1,3	1,0	2,0	2,0	1,0	0,0	0,0	8,5	1,0	0,0	2,0	3,0	210,0	1,0	1,0	2,0	2,0	3,0	1,0	0,0	2,0	12,0	0,5	1,0	3,0	1,0	1,0	3,0	1,0	162,0	59,0	1,0	0,0	1,0	1,0	2,0	-1,0	9,0	5,0	0,0	0,0						
0,0	19,0	4,0	43,0	0,0	1,7	0,0	4,0	4,0	1,0	0,0	1,0	8,5	1,0	0,0	2,0	3,0	285,0	0,0	2,0	2,0	2,0	1,0	0,0	1,0	2,0	10,0	10,0	2,0	3,0	1,0	0,0	11,0	2,0	183,0	75,0	4,0	0,0	1,0	0,0	1,0	1,0	2,0	5,0	1,0	1,0						
0,0	19,0	4,0	45,0	0,0	1,5	0,0	5,0	4,0	1,0	0,0	1,0	9,0	2,0	0,0	2,0	3,0	345,0	0,0	1,0	-2,0	2,0	2,0	1,0	1,0	3,0	10,0	4,0	3,0	3,0	1,0	1,0	12,0	1,0	181,0	73,0	4,0	0,0	1,0	0,0	1,0	2,0	8,0	2,0	0,0	0,0						
0,0	19,0	4,0	45,0	0,0	1,8	0,0	3,0	3,0	1,0	0,0	1,0	8,0	1,0	0,0	2,0	4,0	270,0	0,0	2,0	1,0	0,0	1,0	0,0	1,0	2,0	10,0	5,0	1,0	3,0	1,0	1,0	7,0	1,0	193,0	81,0	3,0	0,0	1,0	0,0	1,0	1,0	3,0	5,0	0,0	1,0						
0,0	19,0	1,0	44,0	0,0	1,7	0,0	9,0	8,0	1,0	0,0	0,0	12,0	1,0	0,0	2,0	2,0	340,0	1,0	0,0	2,0	2,0	1,0	1,0	1,0	3,0	9,0	18,0	1,0	3,0	1,0	0,0	5,0	3,0	184,0	73,0	4,0	0,0	1,0	0,0	2,0	1,0	9,0	2,0	0,0	1,0
